,activity,protein_symbol,protein_name,aid,chembl_id,compound_name
45835,inhibitor,P08684,Cytochrome P450 3A4,5078666 | 6009900 | 5010252,CHEMBL1437509,
45836,inhibitor,P08684,Cytochrome P450 3A4,5010253 | 5078667 | 6009914,CHEMBL1358503,
45837,inhibitor,P08684,Cytochrome P450 3A4,6014179 | 5010254 | 5078668,CHEMBL286615,Luzindole
45838,inhibitor,P08684,Cytochrome P450 3A4,5010255 | 5078669,CHEMBL1516130,
45839,inhibitor,P08684,Cytochrome P450 3A4,6014250 | 5010256 | 5078670,CHEMBL1603186,
45840,inhibitor,P08684,Cytochrome P450 3A4,6014271 | 5078671 | 5010257,CHEMBL1564545,
45841,inhibitor,P08684,Cytochrome P450 3A4,5078672 | 6014324 | 5010258,CHEMBL1591958,
45842,inhibitor,P08684,Cytochrome P450 3A4,5010259 | 6014326 | 5078673,CHEMBL1525602,
45843,activator,P08684,Cytochrome P450 3A4,5078674 | 5010260 | 6018522,CHEMBL1314388,
45844,activator,P08684,Cytochrome P450 3A4,5010261 | 5078675 | 6018525,CHEMBL1531294,
45845,inhibitor,P08684,Cytochrome P450 3A4,5010262 | 5078676,CHEMBL1316432,
45846,inhibitor,P08684,Cytochrome P450 3A4,5078677 | 5010263,CHEMBL1200710,Clomipramine hydrochloride
45847,activator,P08684,Cytochrome P450 3A4,5010264 | 5078678,CHEMBL2374057,
45848,inhibitor,P08684,Cytochrome P450 3A4,5010265 | 5078679,CHEMBL1358527,
45849,inhibitor,P08684,Cytochrome P450 3A4,5078680 | 5010266 | 6022932,CHEMBL198159,
45850,inhibitor,P08684,Cytochrome P450 3A4,5078681 | 5010267 | 6022960,CHEMBL1603113,
45851,inhibitor,P08684,Cytochrome P450 3A4,5078682 | 5010268,CHEMBL1452710,
45852,inhibitor,P08684,Cytochrome P450 3A4,6023035 | 5078683 | 5010269,CHEMBL1407769,
45853,inhibitor,P08684,Cytochrome P450 3A4,6023068 | 5010270 | 5078684,CHEMBL1316461,
45854,activator,P08684,Cytochrome P450 3A4,5078685 | 5010271,CHEMBL1433680,
45855,inhibitor,P08684,Cytochrome P450 3A4,6023138 | 5010272 | 5078686,CHEMBL476501,
45856,inhibitor,P08684,Cytochrome P450 3A4,5010273 | 5078687 | 6027401,CHEMBL1446743,
45857,inhibitor,P08684,Cytochrome P450 3A4,5078688 | 5010274 | 6027543,CHEMBL1256746,
45858,inhibitor,P08684,Cytochrome P450 3A4,5078689 | 5010275,CHEMBL1334258,
45859,inhibitor,P08684,Cytochrome P450 3A4,5078690 | 5010276,CHEMBL1201154,Prochlorperazine edisylate
45860,inhibitor,P08684,Cytochrome P450 3A4,5010277 | 5078691,CHEMBL1591910,
45861,inhibitor,P08684,Cytochrome P450 3A4,5078692 | 5010278 | 6031979,CHEMBL1564477,
45862,inhibitor,P08684,Cytochrome P450 3A4,5078694 | 5010280 | 6036425,CHEMBL1358666,
45863,inhibitor,P08684,Cytochrome P450 3A4,6036514 | 5010281 | 5078695,CHEMBL1594075,
45864,inhibitor,P08684,Cytochrome P450 3A4,5010283 | 5078697 | 6040944,CHEMBL1486289,
45865,inhibitor,P08684,Cytochrome P450 3A4,5010284 | 5078698 | 6040980,CHEMBL1394223,
45866,inhibitor,P08684,Cytochrome P450 3A4,5078699 | 5010285 | 6041013,CHEMBL1435647,
45867,inhibitor,P08684,Cytochrome P450 3A4,5010286 | 5078700 | 6045121,CHEMBL26915,Sc-560
45868,inhibitor,P08684,Cytochrome P450 3A4,5078701 | 6045155 | 5010287,CHEMBL1407783,
45869,inhibitor,P08684,Cytochrome P450 3A4,5010288 | 5078702 | 6045251,CHEMBL1354455,
45870,inhibitor,P08684,Cytochrome P450 3A4,5078703 | 5010289 | 6045288,CHEMBL1316463,
45871,inhibitor,P08684,Cytochrome P450 3A4,5010290 | 5078704,CHEMBL1354464,
45872,inhibitor,P08684,Cytochrome P450 3A4,5078705 | 5010291 | 6045310,CHEMBL1328109,
45873,inhibitor,P08684,Cytochrome P450 3A4,5010293 | 5078707,CHEMBL1570261,
45874,inhibitor,P08684,Cytochrome P450 3A4,5010294 | 5078708,CHEMBL18331,Pirenperone
45875,inhibitor,P08684,Cytochrome P450 3A4,5078709 | 5010295,CHEMBL192627,Chloranil
45876,inhibitor,P08684,Cytochrome P450 3A4,5010296 | 5078710 | 6049541,CHEMBL1531299,
45877,inhibitor,P08684,Cytochrome P450 3A4,5010297 | 5078711 | 6049553,CHEMBL1590060,
45878,inhibitor,P08684,Cytochrome P450 3A4,5010298 | 5078712 | 6053604,CHEMBL1358628,
45879,inhibitor,P08684,Cytochrome P450 3A4,5010300 | 5078714,CHEMBL1396309,
45880,inhibitor,P08684,Cytochrome P450 3A4,6053653 | 5078715 | 5010301,CHEMBL95431,Carboxyamidotriazole
45881,inhibitor,P08684,Cytochrome P450 3A4,5010302 | 5078716,CHEMBL448,Pentobarbital
45882,inhibitor,P08684,Cytochrome P450 3A4,5010303 | 5078717 | 6057775,CHEMBL1448974,
45883,activator,P08684,Cytochrome P450 3A4,5010304 | 5078718 | 6057785,CHEMBL1314450,
45884,inhibitor,P08684,Cytochrome P450 3A4,5010305 | 5078719 | 6057842,CHEMBL1516254,
45885,inhibitor,P08684,Cytochrome P450 3A4,5078721 | 5010307 | 6057930,CHEMBL1318650,
45886,inhibitor,P08684,Cytochrome P450 3A4,6062060 | 5078722 | 5010308,CHEMBL251075,
45887,inhibitor,P08684,Cytochrome P450 3A4,5010309 | 5078723,CHEMBL1354424,
45888,activator,P08684,Cytochrome P450 3A4,5010310 | 5078724 | 6044760,CHEMBL1591971,
45889,inhibitor,P08684,Cytochrome P450 3A4,6044847 | 5010312 | 5078726,CHEMBL1396368,
45890,activator,P08684,Cytochrome P450 3A4,6048925 | 5078727 | 5010313,CHEMBL405912,
45891,inhibitor,P08684,Cytochrome P450 3A4,5010314 | 5078728,CHEMBL1318710,"14-methoxy-4,4-bisnor-4,8,11,13-podocarpatetraen-3-one"
45892,inhibitor,P08684,Cytochrome P450 3A4,6053091 | 5010315 | 5078729,CHEMBL1437804,
45893,inhibitor,P08684,Cytochrome P450 3A4,5078730 | 5010316 | 6053116,CHEMBL16687,Cgs-15943
45894,inhibitor,P08684,Cytochrome P450 3A4,5010317 | 5078731 | 6053133,CHEMBL1368111,
45895,inhibitor,P08684,Cytochrome P450 3A4,5010319 | 5078733,CHEMBL1313005,Phenamiphos
45896,inhibitor,P08684,Cytochrome P450 3A4,5010320 | 6053262 | 5078734,CHEMBL1446815,
45897,inhibitor,P08684,Cytochrome P450 3A4,5078735 | 5010321,CHEMBL1256910,Trequinsin hydrochloride
45898,inhibitor,P08684,Cytochrome P450 3A4,6057359 | 5078736 | 5010322,CHEMBL1433704,
45899,inhibitor,P08684,Cytochrome P450 3A4,5010323 | 6057420 | 5078737,CHEMBL1525482,
45900,inhibitor,P08684,Cytochrome P450 3A4,5078738 | 6061538 | 5010324,CHEMBL1356463,
45901,inhibitor,P08684,Cytochrome P450 3A4,6061668 | 5010325 | 5078739,CHEMBL1555348,
45902,inhibitor,P08684,Cytochrome P450 3A4,5078740 | 5010326,CHEMBL1603264,
45903,inhibitor,P08684,Cytochrome P450 3A4,6065774 | 5078741 | 5010327,CHEMBL249843,
45904,inhibitor,P08684,Cytochrome P450 3A4,5078742 | 5010328 | 6065800,CHEMBL1368113,
45905,inhibitor,P08684,Cytochrome P450 3A4,5078743 | 6065837 | 5010329,CHEMBL2062342,
45906,inhibitor,P08684,Cytochrome P450 3A4,6065920 | 5078744 | 5010330,CHEMBL1603409,
45907,inhibitor,P08684,Cytochrome P450 3A4,5010331 | 5078745 | 6065945,CHEMBL1358731,
45908,inhibitor,P08684,Cytochrome P450 3A4,5010332 | 5078746,CHEMBL1486459,
45909,inhibitor,P08684,Cytochrome P450 3A4,5078747 | 5010333,CHEMBL1474817,
45910,inhibitor,P08684,Cytochrome P450 3A4,5078749 | 5010335 | 6070182,CHEMBL1514257,
45911,inhibitor,P08684,Cytochrome P450 3A4,5010336 | 6070193 | 5078750,CHEMBL85194,
45912,inhibitor,P08684,Cytochrome P450 3A4,6070323 | 5010337 | 5078751,CHEMBL1525753,
45913,inhibitor,P08684,Cytochrome P450 3A4,6005216 | 5010339 | 5078753,CHEMBL1437690,
45914,inhibitor,P08684,Cytochrome P450 3A4,6005253 | 5078754 | 5010340,CHEMBL1555334,
45915,inhibitor,P08684,Cytochrome P450 3A4,6005280 | 5010341 | 5078755,CHEMBL1446922,
45916,inhibitor,P08684,Cytochrome P450 3A4,5078756 | 5010342 | 6009437,CHEMBL398673,(r)-flecainide
45917,inhibitor,P08684,Cytochrome P450 3A4,6009465 | 5078757 | 5010343,CHEMBL1603371,
45918,inhibitor,P08684,Cytochrome P450 3A4,5010344 | 5078758,CHEMBL1510786,
45919,inhibitor,P08684,Cytochrome P450 3A4,6009483 | 5078759 | 5010345,CHEMBL1603393,
45920,inhibitor,P08684,Cytochrome P450 3A4,5010346 | 5078760,CHEMBL1471289,
45921,inhibitor,P08684,Cytochrome P450 3A4,6009516 | 5078761 | 5010347,CHEMBL1512190,
45922,inhibitor,P08684,Cytochrome P450 3A4,5010348 | 6009579 | 5078762,CHEMBL1328490,
45923,inhibitor,P08684,Cytochrome P450 3A4,5078763 | 5010349 | 6009594,CHEMBL1441222,
45924,inhibitor,P08684,Cytochrome P450 3A4,5078764 | 5010350,CHEMBL1476996,
45925,inhibitor,P08684,Cytochrome P450 3A4,5010351 | 6013989 | 5078765,CHEMBL1555392,
45926,inhibitor,P08684,Cytochrome P450 3A4,5010352 | 6014016 | 5078766,CHEMBL1516331,
45927,inhibitor,P08684,Cytochrome P450 3A4,5078767 | 5010353,CHEMBL1374337,
45928,inhibitor,P08684,Cytochrome P450 3A4,6014036 | 5078768 | 5010354,CHEMBL1213138,
45929,inhibitor,P08684,Cytochrome P450 3A4,6018281 | 5078769 | 5010355,CHEMBL1314453,
45930,inhibitor,P08684,Cytochrome P450 3A4,5010356 | 5078770,CHEMBL1516346,
45931,inhibitor,P08684,Cytochrome P450 3A4,6018318 | 5078771 | 5010357,CHEMBL1551295,
45932,inhibitor,P08684,Cytochrome P450 3A4,5010358 | 6018320 | 5078772,CHEMBL1407894,
45933,inhibitor,P08684,Cytochrome P450 3A4,5078773 | 5010359,CHEMBL1413956,
45934,inhibitor,P08684,Cytochrome P450 3A4,6018349 | 5010360 | 5078774,CHEMBL1358631,
45935,inhibitor,P08684,Cytochrome P450 3A4,5010361 | 5078775,CHEMBL1590103,
45936,inhibitor,P08684,Cytochrome P450 3A4,5010363 | 5078777 | 6027113,CHEMBL76903,Olvanil
45937,inhibitor,P08684,Cytochrome P450 3A4,5010364 | 6027188 | 5078778,CHEMBL1525886,
45938,activator,P08684,Cytochrome P450 3A4,5078779 | 6027280 | 5010365,CHEMBL1396374,
45939,inhibitor,P08684,Cytochrome P450 3A4,5010366 | 6027297 | 5078780,CHEMBL1476981,
45940,inhibitor,P08684,Cytochrome P450 3A4,5078781 | 5010367,CHEMBL1588831,
45941,inhibitor,P08684,Cytochrome P450 3A4,5078782 | 6036119 | 5010368,CHEMBL1603418,
45942,inhibitor,P08684,Cytochrome P450 3A4,5010369 | 5078783,CHEMBL1398536,
45943,inhibitor,P08684,Cytochrome P450 3A4,6036238 | 5078784 | 5010370,CHEMBL1374524,
45944,inhibitor,P08684,Cytochrome P450 3A4,5078785 | 6036247 | 5010371,CHEMBL1474890,
45945,inhibitor,P08684,Cytochrome P450 3A4,5010372 | 5078786,CHEMBL2373582,
45946,inhibitor,P08684,Cytochrome P450 3A4,5078787 | 5010373,CHEMBL1396301,
45947,inhibitor,P08684,Cytochrome P450 3A4,5078788 | 5010374 | 6040630,CHEMBL1553179,
45948,inhibitor,P08684,Cytochrome P450 3A4,5010375 | 5078789 | 6040704,CHEMBL1551254,
45949,inhibitor,P08684,Cytochrome P450 3A4,5078790 | 5010376,CHEMBL1316389,
45950,inhibitor,P08684,Cytochrome P450 3A4,5010377 | 5078791 | 6040761,CHEMBL1492473,
45951,inhibitor,P08684,Cytochrome P450 3A4,5010378 | 5078792,CHEMBL1514202,
45952,inhibitor,P08684,Cytochrome P450 3A4,5010379 | 6044884 | 5078793,CHEMBL1396326,
45953,inhibitor,P08684,Cytochrome P450 3A4,6045082 | 5010380 | 5078794,CHEMBL1314434,
45954,inhibitor,P08684,Cytochrome P450 3A4,5078795 | 5010381,CHEMBL1256400,Xylometazoline hydrochloride
45955,inhibitor,P08684,Cytochrome P450 3A4,5078796 | 5010382,CHEMBL1412825,
45956,inhibitor,P08684,Cytochrome P450 3A4,6049140 | 5010383 | 5078797,CHEMBL1594077,
45957,inhibitor,P08684,Cytochrome P450 3A4,6049143 | 5010384 | 5078798,CHEMBL465158,
45958,inhibitor,P08684,Cytochrome P450 3A4,5010385 | 5078799 | 6049148,CHEMBL1314465,
45959,inhibitor,P08684,Cytochrome P450 3A4,5010386 | 6049184 | 5078800,CHEMBL1446905,
45960,inhibitor,P08684,Cytochrome P450 3A4,6049243 | 5010387 | 5078801,CHEMBL1288013,
45961,inhibitor,P08684,Cytochrome P450 3A4,5078802 | 5010388,CHEMBL1407923,
45962,activator,P08684,Cytochrome P450 3A4,5010389 | 5078803 | 6053311,CHEMBL1356505,
45963,inhibitor,P08684,Cytochrome P450 3A4,5078804 | 5010390 | 6053312,CHEMBL29197,
45964,inhibitor,P08684,Cytochrome P450 3A4,5078805 | 6053340 | 5010391,CHEMBL1435638,
45965,inhibitor,P08684,Cytochrome P450 3A4,5010392 | 5078806 | 6053440,CHEMBL1368474,
45966,inhibitor,P08684,Cytochrome P450 3A4,5078807 | 5010393,CHEMBL1472786,
45967,inhibitor,P08684,Cytochrome P450 3A4,5078808 | 5010394 | 6053468,CHEMBL441618,
45968,inhibitor,P08684,Cytochrome P450 3A4,5078809 | 5010395 | 6053498,CHEMBL1396384,
45969,activator,P08684,Cytochrome P450 3A4,5078810 | 5010396,CHEMBL508494,Daphnoretin
45970,inhibitor,P08684,Cytochrome P450 3A4,5010398 | 5078812 | 6053518,CHEMBL1398528,
45971,inhibitor,P08684,Cytochrome P450 3A4,5078813 | 5010399 | 6057575,CHEMBL1316464,
45972,inhibitor,P08684,Cytochrome P450 3A4,5010400 | 5078814,CHEMBL1368832,
45973,inhibitor,P08684,Cytochrome P450 3A4,5010401 | 5078815,CHEMBL1358735,"12-hydroxy-4,4-bisnor-4,8,11,13-podocarpatetraen-3-one"
45974,inhibitor,P08684,Cytochrome P450 3A4,6061771 | 5010402 | 5078816,CHEMBL1474875,
45975,inhibitor,P08684,Cytochrome P450 3A4,5010403 | 5078817,CHEMBL405760,
45976,inhibitor,P08684,Cytochrome P450 3A4,6066022 | 5078819 | 5010405,CHEMBL491771,
45977,inhibitor,P08684,Cytochrome P450 3A4,5010406 | 5078820,CHEMBL389621,Hydrocortisone
45978,inhibitor,P08684,Cytochrome P450 3A4,6066111 | 5010407 | 5078821,CHEMBL22870,L-732138
45979,activator,P08684,Cytochrome P450 3A4,5078822 | 5010408 | 6066144,CHEMBL1594058,
45980,inhibitor,P08684,Cytochrome P450 3A4,5010409 | 6066195 | 5078823,CHEMBL1398467,
45981,inhibitor,P08684,Cytochrome P450 3A4,5010410 | 5078824 | 6070346,CHEMBL1603406,
45982,inhibitor,P08684,Cytochrome P450 3A4,6070366 | 5010411 | 5078825,CHEMBL1525767,
45983,inhibitor,P08684,Cytochrome P450 3A4,6070422 | 5010412 | 5078826,CHEMBL169233,
45984,inhibitor,P08684,Cytochrome P450 3A4,5010413 | 6070431 | 5078827,CHEMBL1374623,
45985,inhibitor,P08684,Cytochrome P450 3A4,5010414 | 5078828 | 6070452,CHEMBL495069,
45986,inhibitor,P08684,Cytochrome P450 3A4,5078829 | 5010415 | 6070537,CHEMBL1516276,
45987,inhibitor,P08684,Cytochrome P450 3A4,6070556 | 5010416 | 5078830,CHEMBL181633,
45988,inhibitor,P08684,Cytochrome P450 3A4,5078831 | 6070557 | 5010417,CHEMBL1590261,
45989,inhibitor,P08684,Cytochrome P450 3A4,5010418 | 5078832 | 6070581,CHEMBL1516289,
45990,inhibitor,P08684,Cytochrome P450 3A4,5010420 | 5078834,CHEMBL445102,
45991,inhibitor,P08684,Cytochrome P450 3A4,5078835 | 5010421 | 6005373,CHEMBL1590262,
45992,inhibitor,P08684,Cytochrome P450 3A4,5010422 | 6005504 | 5078836,CHEMBL1555368,
45993,inhibitor,P08684,Cytochrome P450 3A4,5078837 | 5010423 | 6005524,CHEMBL1447149,
45994,inhibitor,P08684,Cytochrome P450 3A4,5010424 | 6009761 | 5078838,CHEMBL1368395,
45995,inhibitor,P08684,Cytochrome P450 3A4,5078839 | 5010425,CHEMBL1594132,Sericetin diacetate
45996,inhibitor,P08684,Cytochrome P450 3A4,5010426 | 5078840 | 6009832,CHEMBL1514272,
45997,inhibitor,P08684,Cytochrome P450 3A4,5078841 | 5010427,CHEMBL1316447,
45998,inhibitor,P08684,Cytochrome P450 3A4,5087364 | 5087371 | 5087362 | 5087370,CHEMBL1631540,Gsk163090
45999,activator,P08684,Cytochrome P450 3A4,5111833,CHEMBL1631858,
46000,inhibitor,P08684,Cytochrome P450 3A4,5111838,CHEMBL1631876,
46001,inhibitor,P08684,Cytochrome P450 3A4,5111839,CHEMBL1631859,
46002,inhibitor,P08684,Cytochrome P450 3A4,5111842,CHEMBL1629855,
46003,inhibitor,P08684,Cytochrome P450 3A4,5125693,CHEMBL1643880,Pumosetrag
46004,inhibitor,P08684,Cytochrome P450 3A4,5126255,CHEMBL1642258,
46005,inhibitor,P08684,Cytochrome P450 3A4,5128575,CHEMBL1644183,
46006,activator,P08684,Cytochrome P450 3A4,15450979 | 5129318,CHEMBL809,Sertraline
46007,inhibitor,P08684,Cytochrome P450 3A4,5129322,CHEMBL1642897,
46008,inhibitor,P08684,Cytochrome P450 3A4,5129323,CHEMBL1642906,
46009,inhibitor,P08684,Cytochrome P450 3A4,5137658,CHEMBL1642412,
46010,inhibitor,P08684,Cytochrome P450 3A4,5137659,CHEMBL1642413,
46011,inhibitor,P08684,Cytochrome P450 3A4,5137660,CHEMBL1642419,
46012,inhibitor,P08684,Cytochrome P450 3A4,5153627 | 5153623,CHEMBL1651534,Pf-04457845
46013,inhibitor,P08684,Cytochrome P450 3A4,5153628 | 5153624,CHEMBL1651533,
46014,inhibitor,P08684,Cytochrome P450 3A4,5153625 | 5153629,CHEMBL1651532,
46015,activator,P08684,Cytochrome P450 3A4,5153626 | 5153630,CHEMBL1651525,
46016,inhibitor,P08684,Cytochrome P450 3A4,5157850,CHEMBL1649667,
46017,activator,P08684,Cytochrome P450 3A4,5157851,CHEMBL1649665,
46018,inhibitor,P08684,Cytochrome P450 3A4,5186929,CHEMBL469227,
46019,activator,P08684,Cytochrome P450 3A4,5186930,CHEMBL1650645,
46020,activator,P08684,Cytochrome P450 3A4,5186931,CHEMBL1650652,
46021,inhibitor,P08684,Cytochrome P450 3A4,5186932,CHEMBL1650654,
46022,inhibitor,P08684,Cytochrome P450 3A4,5195179,CHEMBL1669406,
46023,inhibitor,P08684,Cytochrome P450 3A4,5195189,CHEMBL1669415,
46024,inhibitor,P08684,Cytochrome P450 3A4,5195190,CHEMBL1669416,
46025,inhibitor,P08684,Cytochrome P450 3A4,5195192,CHEMBL1669418,
46026,inhibitor,P08684,Cytochrome P450 3A4,5195193,CHEMBL1669419,
46027,inhibitor,P08684,Cytochrome P450 3A4,5195194,CHEMBL1669420,
46028,inhibitor,P08684,Cytochrome P450 3A4,5195195,CHEMBL1669421,
46029,inhibitor,P08684,Cytochrome P450 3A4,5195196,CHEMBL1669422,
46030,inhibitor,P08684,Cytochrome P450 3A4,5195197,CHEMBL1669423,
46031,inhibitor,P08684,Cytochrome P450 3A4,5195198,CHEMBL1669424,
46032,inhibitor,P08684,Cytochrome P450 3A4,5195199,CHEMBL1669425,
46033,inhibitor,P08684,Cytochrome P450 3A4,5198660,CHEMBL537424,
46034,inhibitor,P08684,Cytochrome P450 3A4,5198664,CHEMBL1170878,
46035,activator,P08684,Cytochrome P450 3A4,5199731,CHEMBL1668898,
46036,activator,P08684,Cytochrome P450 3A4,5199821,CHEMBL1668909,
46037,inhibitor,P08684,Cytochrome P450 3A4,5199822,CHEMBL1667925,
46038,inhibitor,P08684,Cytochrome P450 3A4,5200536,CHEMBL1642362,
46039,inhibitor,P08684,Cytochrome P450 3A4,5200537,CHEMBL1668238,
46040,inhibitor,P08684,Cytochrome P450 3A4,5200538,CHEMBL1668239,
46041,inhibitor,P08684,Cytochrome P450 3A4,5200540,CHEMBL1615153,
46042,inhibitor,P08684,Cytochrome P450 3A4,5200541,CHEMBL1615152,
46043,inhibitor,P08684,Cytochrome P450 3A4,5200542,CHEMBL1668243,
46044,inhibitor,P08684,Cytochrome P450 3A4,5200545,CHEMBL1668257,
46045,inhibitor,P08684,Cytochrome P450 3A4,5200546,CHEMBL1668259,
46046,inhibitor,P08684,Cytochrome P450 3A4,5201901,CHEMBL1668108,
46047,inhibitor,P08684,Cytochrome P450 3A4,5201905,CHEMBL1668112,
46048,inhibitor,P08684,Cytochrome P450 3A4,5201908,CHEMBL1668114,Taxiresinol
46049,inhibitor,P08684,Cytochrome P450 3A4,5201909,CHEMBL368347,(+)-secoisolariciresinol
46050,inhibitor,P08684,Cytochrome P450 3A4,5201910,CHEMBL518421,Lariciresinol
46051,inhibitor,P08684,Cytochrome P450 3A4,5201911,CHEMBL1668115,
46052,activator,P08684,Cytochrome P450 3A4,5201912,CHEMBL463246,Alpha-conidendrin
46053,inhibitor,P08684,Cytochrome P450 3A4,5207237,CHEMBL1671916,
46054,inhibitor,P08684,Cytochrome P450 3A4,5207482,CHEMBL1671964,
46055,inhibitor,P08684,Cytochrome P450 3A4,5207484,CHEMBL1671967,
46056,inhibitor,P08684,Cytochrome P450 3A4,5207485,CHEMBL1671969,
46057,inhibitor,P08684,Cytochrome P450 3A4,5207487,CHEMBL1671972,
46058,inhibitor,P08684,Cytochrome P450 3A4,5207488,CHEMBL1671981,
46059,activator,P08684,Cytochrome P450 3A4,5207489,CHEMBL1671982,
46060,inhibitor,P08684,Cytochrome P450 3A4,5220655,CHEMBL1672611,
46061,inhibitor,P08684,Cytochrome P450 3A4,5220658,CHEMBL1672621,
46062,activator,P08684,Cytochrome P450 3A4,5220661,CHEMBL1672622,
46063,inhibitor,P08684,Cytochrome P450 3A4,5221698,CHEMBL1672627,Las101057
46064,activator,P08684,Cytochrome P450 3A4,5221706,CHEMBL1672630,
46065,inhibitor,P08684,Cytochrome P450 3A4,5221712,CHEMBL1672633,
46066,inhibitor,P08684,Cytochrome P450 3A4,5234095,CHEMBL1487,Atorvastatin
46067,inhibitor,P08684,Cytochrome P450 3A4,5235799,CHEMBL1682888,
46068,inhibitor,P08684,Cytochrome P450 3A4,5235800,CHEMBL1682891,
46069,inhibitor,P08684,Cytochrome P450 3A4,5235801,CHEMBL1682895,
46070,inhibitor,P08684,Cytochrome P450 3A4,7947772 | 5235802,CHEMBL1682893,
46071,inhibitor,P08684,Cytochrome P450 3A4,5235803,CHEMBL1682899,
46072,inhibitor,P08684,Cytochrome P450 3A4,5235804,CHEMBL1682892,
46073,inhibitor,P08684,Cytochrome P450 3A4,5235805,CHEMBL1682903,
46074,inhibitor,P08684,Cytochrome P450 3A4,5235806,CHEMBL1682894,
46075,inhibitor,P08684,Cytochrome P450 3A4,5235808 | 5235807,CHEMBL1682900,
46076,inhibitor,P08684,Cytochrome P450 3A4,5235809,CHEMBL1682896,
46077,activator,P08684,Cytochrome P450 3A4,5236064,CHEMBL1683443,
46078,inhibitor,P08684,Cytochrome P450 3A4,5249148 | 5249146,CHEMBL1682999,
46079,inhibitor,P08684,Cytochrome P450 3A4,6005085,CHEMBL527271,
46080,inhibitor,P08684,Cytochrome P450 3A4,6005086,CHEMBL1965223,
46081,inhibitor,P08684,Cytochrome P450 3A4,6005087,CHEMBL1377767,
46082,inhibitor,P08684,Cytochrome P450 3A4,6005090,CHEMBL1470690,
46083,inhibitor,P08684,Cytochrome P450 3A4,6005091,CHEMBL1451346,
46084,inhibitor,P08684,Cytochrome P450 3A4,6005094,CHEMBL1502348,
46085,inhibitor,P08684,Cytochrome P450 3A4,6005095,CHEMBL1741955,
46086,inhibitor,P08684,Cytochrome P450 3A4,6005097,CHEMBL1482233,
46087,inhibitor,P08684,Cytochrome P450 3A4,6005098,CHEMBL1493910,
46088,inhibitor,P08684,Cytochrome P450 3A4,6005099,CHEMBL1333742,
46089,inhibitor,P08684,Cytochrome P450 3A4,6005103,CHEMBL3210202,
46090,inhibitor,P08684,Cytochrome P450 3A4,6005105,CHEMBL1573743,
46091,inhibitor,P08684,Cytochrome P450 3A4,6005106,CHEMBL1462914,
46092,inhibitor,P08684,Cytochrome P450 3A4,6005109,CHEMBL1477786,
46093,inhibitor,P08684,Cytochrome P450 3A4,6005111,CHEMBL1546319,
46094,inhibitor,P08684,Cytochrome P450 3A4,6005116,CHEMBL1522767,
46095,inhibitor,P08684,Cytochrome P450 3A4,6005117,CHEMBL1438434,
46096,inhibitor,P08684,Cytochrome P450 3A4,6005120,CHEMBL1556027,
46097,inhibitor,P08684,Cytochrome P450 3A4,6005121,CHEMBL1306989,
46098,inhibitor,P08684,Cytochrome P450 3A4,6005124,CHEMBL1721191,
46099,inhibitor,P08684,Cytochrome P450 3A4,6005125,CHEMBL1304478,
46100,inhibitor,P08684,Cytochrome P450 3A4,6005129,CHEMBL1567447,
46101,inhibitor,P08684,Cytochrome P450 3A4,6005131,CHEMBL1330580,
46102,inhibitor,P08684,Cytochrome P450 3A4,6005132,CHEMBL1345724,
46103,inhibitor,P08684,Cytochrome P450 3A4,6005135,CHEMBL1362324,
46104,inhibitor,P08684,Cytochrome P450 3A4,6005136,CHEMBL2003798,
46105,inhibitor,P08684,Cytochrome P450 3A4,6005137,CHEMBL1481168,
46106,inhibitor,P08684,Cytochrome P450 3A4,6005138,CHEMBL1726451,
46107,inhibitor,P08684,Cytochrome P450 3A4,6005140,CHEMBL1741947,
46108,inhibitor,P08684,Cytochrome P450 3A4,6005141,CHEMBL1545061,
46109,inhibitor,P08684,Cytochrome P450 3A4,6005142,CHEMBL1308838,
46110,inhibitor,P08684,Cytochrome P450 3A4,6005143,CHEMBL1305666,
46111,inhibitor,P08684,Cytochrome P450 3A4,6005144,CHEMBL1703266,
46112,inhibitor,P08684,Cytochrome P450 3A4,6005148,CHEMBL1307306,
46113,inhibitor,P08684,Cytochrome P450 3A4,6005153,CHEMBL1576417,
46114,inhibitor,P08684,Cytochrome P450 3A4,6005156,CHEMBL3191343,
46115,inhibitor,P08684,Cytochrome P450 3A4,6005161,CHEMBL1344860,
46116,activator,P08684,Cytochrome P450 3A4,6005162,CHEMBL1735134,
46117,inhibitor,P08684,Cytochrome P450 3A4,6005163,CHEMBL1351579,
46118,inhibitor,P08684,Cytochrome P450 3A4,6005164,CHEMBL1322376,
46119,inhibitor,P08684,Cytochrome P450 3A4,6005165,CHEMBL1416703,
46120,inhibitor,P08684,Cytochrome P450 3A4,6005166,CHEMBL1373903,
46121,inhibitor,P08684,Cytochrome P450 3A4,6005170,CHEMBL1601111,
46122,inhibitor,P08684,Cytochrome P450 3A4,6005171,CHEMBL1563724,
46123,inhibitor,P08684,Cytochrome P450 3A4,6005172,CHEMBL1301031,
46124,inhibitor,P08684,Cytochrome P450 3A4,6005173,CHEMBL1498803,
46125,inhibitor,P08684,Cytochrome P450 3A4,6005174,CHEMBL1365175,
46126,inhibitor,P08684,Cytochrome P450 3A4,6005176,CHEMBL1490884,
46127,inhibitor,P08684,Cytochrome P450 3A4,6005177,CHEMBL1379007,
46128,inhibitor,P08684,Cytochrome P450 3A4,6005179,CHEMBL1993145,
